genre_id,genre_level,genre_name,parent_genre_id
200625,3,趣味・実用・教養,101327
200626,3,アイドル,101327
200629,4,SF,101328
200630,4,アクション,101328
200631,4,ホラー,101328
200632,4,ミュージカル,101328
200633,4,文芸・史劇・伝記,101328
200658,4,アクション,101343
200662,4,文芸・史劇,101343
200664,4,コメディー,101343
200665,4,サスペンス・ミステリー,101343
200667,3,TVドラマ,101327
200668,4,ロマンス・ラブストーリー,101343
200678,4,カー・バイク・レース,200623
200679,4,格闘技,200623
200680,4,ゴルフ,200623
200681,4,野球,200623
200682,4,サッカー,200623
200683,4,スキー,200623
200684,4,オリジナルアニメ,101347
200685,4,キッズアニメ,101347
200686,3,特撮ヒーロー,101327
200688,5,SFロボット,200684
200689,5,ヒーローアクション,200684
200691,5,学園青春,200684
200692,5,スポーツ,200684
200693,5,ヒロイン,200684
200694,5,コミック,200684
200701,4,邦楽,200624
200702,4,洋楽,200624
200705,3,お笑い・バラエティー,101327
200706,3,TVドキュメンタリー,101327
200723,3,インゴット・金塊,101165
200726,3,アイドル,200532
200798,4,ニット・セーター,566101
200805,4,その他,301063
200806,3,その他,111102
200807,3,インナー・下着,111102
200810,4,その他,200807
200811,3,靴,111102
200812,4,ブーティー,200811
200813,4,靴下,551630
200814,4,タイツ,551630
200815,2,おふろ・バス用品,100533
200817,3,おむつカバー,213972
200818,3,ベビーバス,200815
200819,3,おまる,213972
200820,3,補助便座,213972
200821,3,その他,213972
200822,2,ベビー用寝具・ベッド,100533
200823,3,ベビーふとんセット,200822
200825,3,ベビーラック・ハイローベッド,566090
200826,3,その他,200822
200827,2,授乳用品・ベビー用食事用品,100533
200828,4,その他,205208
200829,4,その他,207744
200832,3,その他,200827
200833,2,ベビーカー,100533
200839,2,ベビー用セーフティグッズ,100533
200840,3,ベビーサークル・プレイヤード,200839
200841,3,ベビーゲート,200839
200842,3,その他,200839
200844,4,その他,205226
200846,4,その他,213871
200847,4,ヘアゴム,568291
200848,4,その他,205149
200850,3,インナー・下着,111078
200851,4,その他,200850
200852,3,靴,111078
200854,3,バッグ・ランドセル,111078
200857,4,その他,200854
200859,3,マタニティウェア・授乳服,111116
200862,5,セーター,566104
200863,5,カーディガン・ボレロ,566104
200866,4,スカート,200859
200867,4,ワンピース,200859
200869,4,コート・ジャケット,200859
200870,4,スーツ・セットアップ,200859
200872,3,インナー・下着,111116
200873,4,ブラジャー,200872
200874,4,ハーフトップ,200872
200875,4,ショーツ,200872
200876,4,マタニティガードル,200872
200877,4,インナーキャミソール・スリップ,200872
200878,3,ストッキング・タイツ,111116
200880,4,妊婦帯・腹帯・腹巻,200872
200883,4,ヒラメ,110395
200884,4,切り身・丸ごと,404918
200885,4,カレイ,110395
200886,4,アユ,110395
200889,4,ニシン,110395
200890,4,クラゲ,110395
200891,4,ハモ,110395
200892,4,キス,110395
200893,4,ホヤ,110406
200894,4,アサリ,110406
200895,4,シジミ,110406
200904,3,エビ,100236
200911,2,練り物,100227
200912,3,さつまあげ,200911
200913,3,はんぺん,200911
200914,3,笹かまぼこ,200911
200915,3,かまぼこ,200911
200916,3,セット・詰め合わせ,200911
200918,5,その他,410747
200919,4,キャビア,566610
200922,4,めかぶ,110420
200923,4,もずく,110420
200924,4,セット・詰め合わせ,110420
200925,4,ハラミ,110428
200926,4,レバー,110428
200927,4,ミノ,110428
200928,4,ハツ,110428
200929,3,豚肉,100228
